code_postal,ville,population
76520,Neuville-Chant-dOisel,2377
80410,Cayeux-sur-Mer,2377
52600,Chalindrey,2377
34370,Maureilhan,2376
57310,Rurange-lès-Thionville,2374
58320,Pougues-les-Eaux,2374
54810,Longlaville,2374
17940,Rivedoux-Plage,2374
45120,Cepoy,2373
34460,Cessenon-sur-Orb,2373
33460,Cussac-Fort-Médoc,2372
47440,Casseneuil,2371
9600,Laroque-dOlmes,2371
62172,Bouvigny-Boyeffles,2371
12450,Flavin,2370
54690,Lay-Saint-Christophe,2370
24430,Razac-sur-lIsle,2369
7700,Saint-Marcel-dArdèche,2368
39160,Saint-Amour,2368
71500,Branges,2367
54800,Conflans-en-Jarnisy,2366
57850,Dabo,2366
33340,Gaillan-en-Médoc,2365
35250,Chevaigné,2365
8140,Bazeilles,2365
88210,Senones,2364
29620,Lanmeur,2362
76500,Londe,2362
73100,Brison-Saint-Innocent,2360
16440,Mouthiers-sur-Boëme,2359
44440,Riaillé,2358
44310,Saint-Lumine-de-Coutais,2357
13790,Châteauneuf-le-Rouge,2357
59710,Ennevelin,2356
77480,Bray-sur-Seine,2356
13100,Tholonet,2355
63730,Mirefleurs,2354
44680,Saint-Hilaire-de-Chaléons,2353
29300,Tréméven,2353
51460,Courtisols,2353
85370,Nalliers,2353
7130,Cornas,2353
65380,Ossun,2351
79100,Plaine-et-Vallées,2351
47150,Monflanquin,2350
54840,Bois-de-Haye,2350
17220,Salles-sur-Mer,2350
9210,Lézat-sur-Lèze,2349
88220,Hadol,2349
17220,Saint-Médard-dAunis,2349
10120,Saint-Germain,2348
12300,Firmi,2348
69690,Bessenay,2348
35430,Saint-Père-Marc-en-Poulet,2346
79160,Coulonges-sur-lAutize,2345
64210,Arbonne,2344
74910,Seyssel,2342
7270,Lamastre,2342
62400,Locon,2342
30620,Aubord,2339
14920,Mathieu,2339
64240,Urt,2339
17540,Vérines,2339
67630,Lauterbourg,2339
40160,Ychoux,2339
9340,Verniolle,2338
22540,Louargat,2338
67170,Wingersheim les Quatre Bans,2338
19460,Naves,2337
31600,Saubens,2337
54630,Richardménil,2335
54910,Valleroy,2335
50190,Périers,2334
57445,Réding,2334
38200,Chuzelles,2333
39170,Lavans-lès-Saint-Claude,2333
83640,Plan-dAups-Sainte-Baume,2333
74560,Monnetier-Mornex,2332
56800,Taupont,2330
71370,Saint-Germain-du-Plain,2329
62310,Fruges,2329
27550,Nassandres sur Risle,2329
31140,Saint-Loup-Cammas,2329
85580,Saint-Michel-en-lHerm,2329
44690,Monnières,2329
60530,Mesnil-en-Thelle,2329
62370,Saint-Folquin,2328
30320,Bezouce,2328
74200,Anthy-sur-Léman,2327
38630,Corbelin,2325
7320,Saint-Agrève,2325
21210,Saulieu,2324
47310,Estillac,2324
59134,Herlies,2323
53240,Andouillé,2323
60930,Bailleul-sur-Thérain,2323
72700,Rouillon,2322
71240,Varennes-le-Grand,2321
59121,Haulchin,2320
7340,Peaugres,2320
22150,Hénon,2320
60880,Meux,2320
29450,Sizun,2319
88580,Saulcy-sur-Meurthe,2319
38330,Biviers,2319
76680,Saint-Saëns,2317
83630,Aups,2317
17230,Villedoux,2316
38780,Eyzin-Pinet,2316
85190,Beaulieu-sous-la-Roche,2316
74130,Contamine-sur-Arve,2315
14430,Dozulé,2315
2410,Saint-Gobain,2315
41190,Valencisse,2315
21250,Seurre,2314
67770,Sessenheim,2314
77220,Presles-en-Brie,2313
80290,Poix-de-Picardie,2313
54650,Saulnes,2312
5130,Tallard,2312
17230,Andilly,2312
73120,Courchevel,2311
41130,Gièvres,2311
86800,Sèvres-Anxaumont,2311
44130,Notre-Dame-des-Landes,2310
85150,Landeronde,2310
22400,Saint-Alban,2309
41350,Huisseau-sur-Cosson,2308
74700,Domancy,2308
49190,Rochefort-sur-Loire,2308
80190,Nesle,2308
12000,Monastère,2308
27750,Couture-Boussey,2306
17100,Fontcouverte,2306
45310,Patay,2306
53410,Saint-Pierre-la-Cour,2306
36700,Châtillon-sur-Indre,2304
22610,Pleubian,2304
67870,Griesheim-près-Molsheim,2303
60340,Villers-sous-Saint-Leu,2303
24340,Mareuil en Périgord,2303
34160,Restinclières,2302
12330,Salles-la-Source,2302
77760,Chapelle-la-Reine,2301
48130,Peyre en Aubrac,2300
6790,Aspremont,2300
59144,Gommegnies,2300
68740,Fessenheim,2299
80650,Vignacourt,2299
76480,Saint-Pierre-de-Varengeville,2299
85550,Barre-de-Monts,2298
85540,Moutiers-les-Mauxfaits,2298
57410,Rohrbach-lès-Bitche,2298
31410,Saint-Sulpice-sur-Lèze,2298
74290,Veyrier-du-Lac,2297
91640,Fontenay-lès-Briis,2297
57170,Château-Salins,2297
59235,Bersée,2296
91480,Varennes-Jarcy,2296
7130,Soyons,2295
53140,Pré-en-Pail-Saint-Samson,2295
22800,Saint-Brandan,2295
7100,Boulieu-lès-Annonay,2294
62980,Noyelles-lès-Vermelles,2294
82210,Saint-Nicolas-de-la-Grave,2293
5600,Guillestre,2292
67600,Ebersheim,2291
43620,Saint-Pal-de-Mons,2291
38550,Sablons,2290
41200,Pruniers-en-Sologne,2290
39400,Morbier,2290
77510,Rebais,2289
29430,Plounévez-Lochrist,2289
16440,Nersac,2289
41600,Nouan-le-Fuzelier,2288
56580,Bréhan,2288
1170,Crozet,2288
44530,Drefféac,2288
57330,Volmerange-les-Mines,2288
54135,Mexy,2288
25270,Levier,2287
10140,Vendeuvre-sur-Barse,2287
47230,Lavardac,2287
1500,Château-Gaillard,2287
34290,Bassan,2287
27320,Nonancourt,2287
6440,Peille,2287
69210,Fleurieux-sur-lArbresle,2287
78250,Mézy-sur-Seine,2287
31380,Gragnague,2286
74340,Samoëns,2286
8200,Floing,2285
16370,Val-de-Cognac,2285
7120,Ruoms,2284
35850,Irodouër,2284
24430,Coursac,2284
44460,Fégréac,2283
72220,Laigné-en-Belin,2283
33710,Bourg,2283
56590,Groix,2282
86210,Vouneuil-sur-Vienne,2281
59440,Avesnelles,2280
87110,Vigen,2280
39100,Foucherans,2279
80270,Airaines,2279
19250,Meymac,2279
85600,Boissière-de-Montaigu,2279
35630,Hédé-Bazouges,2278
14840,Cuverville,2278
56890,Meucon,2277
38360,Noyarey,2277
33750,Saint-Germain-du-Puch,2276
74130,Ayse,2274
45720,Coullons,2274
56310,Bubry,2273
57940,Metzervisse,2272
67240,Schirrhein,2272
67480,Rœschwoog,2272
78790,Septeuil,2272
36600,Valençay,2271
73420,Viviers-du-Lac,2271
17450,Saint-Laurent-de-la-Prée,2271
88100,Sainte-Marguerite,2271
79510,Coulon,2271
74140,Messery,2271
35230,Saint-Armel,2271
73100,Mouxy,2270
56640,Arzon,2269
86320,Lussac-les-Châteaux,2268
72650,Chapelle-Saint-Aubin,2268
1851,Marboz,2268
1580,Izernore,2267
5120,Argentière-la-Bessée,2267
72290,Ballon-Saint Mars,2266
62112,Corbehem,2266
35600,Sainte-Marie,2266
14480,Creully sur Seulles,2266
79380,Forêt-sur-Sèvre,2265
89400,Cheny,2265
88390,Uxegney,2265
30980,Langlade,2265
60880,Jaux,2264
68210,Dannemarie,2264
7400,Rochemaure,2264
22860,Plourivo,2263
17410,Saint-Martin-de-Ré,2263
53260,Entrammes,2262
59242,Cappelle-en-Pévèle,2262
31410,Fauga,2262
57365,Ennery,2262
33250,Cissac-Médoc,2262
1170,Chevry,2261
56340,Plouharnel,2261
25770,Franois,2260
30210,Remoulins,2260
57970,Kœnigsmacker,2260
34320,Roujan,2260
31620,Cépet,2260
67670,Mommenheim,2259
8230,Rocroi,2259
26170,Buis-les-Baronnies,2258
66490,Saint-Jean-Pla-de-Corts,2258
59138,Bachant,2258
66300,Trouillas,2257
35460,Portes du Coglais,2256
59270,Méteren,2256
3110,Vendat,2254
95430,Butry-sur-Oise,2254
19210,Lubersac,2253
35590,Chapelle-Thouarault,2252
91810,Vert-le-Grand,2252
56120,Guégon,2251
84360,Mérindol,2251
74160,Neydens,2251
29550,Plomodiern,2251
59310,Faumont,2251
31450,Pompertuzat,2251
38590,Brézins,2250
76240,Belbeuf,2249
63830,Nohanent,2249
74200,Margencel,2249
21160,Perrigny-lès-Dijon,2249
1550,Collonges,2249
71420,Ciry-le-Noble,2248
50430,Lessay,2248
64260,Arudy,2248
82240,Septfonds,2248
67680,Epfig,2246
79230,Prahecq,2246
65700,Maubourguet,2245
69210,Saint-Germain-Nuelles,2245
10270,Lusigny-sur-Barse,2244
56220,Malansac,2244
81150,Lagrave,2244
83136,Méounes-lès-Montrieux,2243
26210,Saint-Sorlin-en-Valloire,2241
1500,Saint-Denis-en-Bugey,2240
45530,Vitry-aux-Loges,2240
7170,Lavilledieu,2239
32120,Mauvezin,2239
53110,Lassay-les-Châteaux,2239
59551,Attiches,2238
2220,Braine,2237
56390,Colpo,2237
57970,Basse-Ham,2237
73160,Vimines,2236
22200,Saint-Agathon,2236
56510,Saint-Pierre-Quiberon,2236
25720,Avanne-Aveney,2235
22160,Callac,2235
63190,Orléat,2234
29460,Hôpital-Camfrout,2234
8210,Mouzon,2234
7230,Lablachère,2234
7370,Sarras,2233
60280,Clairoix,2232
17580,Bois-Plage-en-Ré,2229
67600,Muttersholtz,2228
95270,Belloy-en-France,2228
59670,Cassel,2227
85800,Givrand,2227
1390,Mionnay,2227
8160,Nouvion-sur-Meuse,2226
38760,Saint-Paul-de-Varces,2224
22130,Corseul,2223
50420,Tessy-Bocage,2223
62140,Hesdin,2222
2250,Marle,2221
86170,Avanton,2221
31570,Lanta,2220
85440,Grosbreuil,2220
91630,Cheptainville,2219
66740,Laroque-des-Albères,2219
1630,Sergy,2218
58000,Saint-Éloi,2218
26780,Malataverne,2218
29510,Edern,2217
77000,Livry-sur-Seine,2215
33360,Quinsac,2215
62120,Racquinghem,2214
87510,Saint-Gence,2213
34160,Beaulieu,2213
78410,Bouafle,2213
63430,Martres-dArtière,2212
77320,Jouy-sur-Morin,2212
20270,Aléria,2211
74150,Sales,2210
25220,Roche-lez-Beaupré,2210
25500,Montlebon,2209
28170,Tremblay-les-Villages,2209
42155,Pouilly-les-Nonains,2209
63360,Saint-Beauzire,2209
35800,Saint-Briac-sur-Mer,2208
22130,Pluduno,2208
14810,Merville-Franceville-Plage,2207
67650,Dambach-la-Ville,2207
40150,Angresse,2207
31530,Lévignac,2206
6540,Breil-sur-Roya,2206
22420,Plouaret,2206
69460,Saint-Étienne-des-Oullières,2206
73470,Novalaise,2205
30290,Saint-Victor-la-Coste,2205
29830,Plouguin,2204
29460,Dirinon,2203
89330,Saint-Julien-du-Sault,2203
72600,Villeneuve-en-Perseigne,2203
49460,Feneu,2202
54710,Fléville-devant-Nancy,2202
13950,Cadolive,2202
35630,Vignoc,2202
49610,Saint-Melaine-sur-Aubance,2201
22440,Trémuson,2201
28400,Arcisses,2200
68550,Saint-Amarin,2200
13520,Paradou,2200
35500,Balazé,2199
27250,Rugles,2199
38110,Saint-Victor-de-Cessieu,2197
35580,Baulon,2197
61150,Écouché-les-Vallées,2197
12450,Calmont,2196
72140,Sillé-le-Guillaume,2195
12230,Cavalerie,2195
68280,Andolsheim,2195
34140,Loupian,2195
86140,Scorbé-Clairvaux,2193
38510,Vézeronce-Curtin,2193
12130,Saint Geniez dOlt et dAubrac,2192
1660,Mézériat,2192
83136,Roquebrussanne,2192
85670,Saint-Étienne-du-Bois,2191
33720,Landiras,2191
56240,Inguiniel,2191
33550,Langoiran,2191
50270,Barneville-Carteret,2191
37110,Auzouer-en-Touraine,2190
59134,Fournes-en-Weppes,2190
17160,Matha,2190
1190,Pont-de-Vaux,2189
6360,Èze,2189
81660,Payrin-Augmontel,2188
51500,Taissy,2187
25320,Montferrand-le-Château,2185
59218,Poix-du-Nord,2185
37360,Neuillé-Pont-Pierre,2183
81210,Roquecourbe,2183
79410,Saint-Gelais,2183
59840,Lompret,2182
31330,Larra,2181
17570,Mathes,2179
59299,Boeschepe,2179
68720,Hochstatt,2177
74350,Allonzier-la-Caille,2176
69480,Morancé,2176
27600,Saint-Aubin-sur-Gaillon,2176
72700,Saint-Georges-du-Bois,2173
29400,Plounéventer,2173
78520,Follainville-Dennemont,2173
59121,Prouvy,2173
1230,Saint-Rambert-en-Bugey,2173
20221,Cervione,2172
66200,Théza,2171
38690,Châbons,2171
62129,Ecques,2171
51230,Fère-Champenoise,2170
8800,Monthermé,2170
76810,Luneray,2170
52220,Porte du Der,2169
91740,Pussay,2169
25390,Orchamps-Vennes,2169
59149,Cousolre,2169
85120,Terval,2168
45240,Marcilly-en-Villette,2168
38200,Jardin,2168
39170,Coteaux du Lizon,2168
33240,Peujard,2167
8140,Douzy,2166
71000,Sancé,2165
35133,Javené,2165
38660,Lumbin,2165
16330,Vars,2165
64250,Itxassou,2164
25490,Fesches-le-Châtel,2164
64800,Coarraze,2163
35550,Sixt-sur-Aff,2163
32110,Nogaro,2161
85270,Notre-Dame-de-Riez,2161
60350,Cuise-la-Motte,2161
17120,Cozes,2161
34400,Entre-Vignes,2160
60290,Monchy-Saint-Éloi,2160
85690,Notre-Dame-de-Monts,2160
85710,Bois-de-Céné,2159
50370,Brécey,2159
77135,Pontcarré,2156
59142,Villers-Outréaux,2156
66320,Vinça,2156
57680,Corny-sur-Moselle,2156
12310,Laissac-Sévérac lÉglise,2155
29810,Lampaul-Plouarzel,2153
25480,Pirey,2153
34160,Boisseron,2153
89240,Chevannes,2153
35310,Saint-Thurial,2152
29530,Plonévez-du-Faou,2152
31110,Bagnères-de-Luchon,2152
24460,Château-lÉvêque,2151
88120,Saint-Amé,2151
71390,Buxy,2151
71360,Épinac,2150
95190,Fontenay-en-Parisis,2149
37360,Semblançay,2149
50700,Brix,2149
63460,Combronde,2148
25700,Mathay,2148
34810,Pomérols,2148
59980,Bertry,2148
33230,Églisottes-et-Chalaures,2147
35530,Brécé,2147
97330,Camopi,2146
44660,Rougé,2146
29800,Pencran,2146
22600,Motte,2145
33210,Preignac,2145
89800,Chablis,2145
62149,Annequin,2145
1250,Montagnat,2145
33440,Saint-Louis-de-Montferrand,2144
77620,Égreville,2143
38780,Septème,2143
32220,Lombez,2143
29710,Pouldreuzic,2143
11120,Argeliers,2142
73540,Bâthie,2142
1600,Saint-Didier-de-Formans,2141
38140,Izeaux,2141
86110,Mirebeau,2141
44190,Saint-Lumine-de-Clisson,2141
85300,Perrier,2140
27940,Courcelles-sur-Seine,2140
66300,Llupia,2140
14320,Laize-Clinchamps,2140
38570,Tencin,2140
87520,Veyrac,2139
14750,Saint-Aubin-sur-Mer,2139
39260,Moirans-en-Montagne,2138
38090,Roche,2137
85220,Aiguillon-sur-Vie,2137
1210,Versonnex,2137
15250,Naucelles,2137
83570,Cotignac,2136
85230,Bouin,2136
57685,Augny,2136
54300,Chanteheux,2136
38460,Trept,2135
14540,Soliers,2135
73420,Méry,2135
56300,Sourn,2135
59470,Esquelbecq,2134
53360,Quelaines-Saint-Gault,2133
77410,Villevaudé,2132
69440,Saint-Laurent-dAgny,2132
33720,Cérons,2132
33360,Cénac,2131
56120,Forges de Lanouée,2130
81990,Cambon,2129
64480,Larressore,2129
28200,Saint-Denis-Lanneray,2129
59173,Renescure,2128
59554,Raillencourt-Sainte-Olle,2128
1170,Échenevex,2127
60820,Boran-sur-Oise,2127
80390,Fressenneville,2127
69910,Villié-Morgon,2127
22390,Bourbriac,2126
53940,Genest-Saint-Isle,2126
84210,Saint-Didier,2126
61210,Putanges-le-Lac,2125
59380,Armbouts-Cappel,2125
1640,Jujurieux,2124
78930,Guerville,2124
29950,Clohars-Fouesnant,2124
29560,Telgruc-sur-Mer,2124
86340,Roches-Prémarie-Andillé,2124
16600,Mornac,2123
72250,Brette-les-Pins,2123
78830,Bonnelles,2123
38320,Poisat,2123
13116,Vernègues,2123
29460,Logonna-Daoulas,2123
69430,Beaujeu,2123
77910,Varreddes,2121
22120,Pommeret,2121
57865,Amanvillers,2121
29810,Ploumoguer,2120
49122,Bégrolles-en-Mauges,2120
68560,Hirsingue,2120
13460,Saintes-Maries-de-la-Mer,2120
16410,Garat,2118
77930,Chailly-en-Bière,2118
88350,Liffol-le-Grand,2118
83136,Sainte-Anastasie-sur-Issole,2117
38110,Saint-Didier-de-la-Tour,2117
68910,Labaroche,2116
57270,Richemont,2116
72440,Bouloire,2115
69380,Châtillon,2115
38160,Saint-Sauveur,2115
61140,Juvigny Val dAndaine,2114
25320,Chemaudin et Vaux,2114
38080,Saint-Alban-de-Roche,2113
86190,Quinçay,2113
44420,Mesquer,2112
88450,Vincey,2112
59127,Walincourt-Selvigny,2112
6950,Falicon,2111
15600,Maurs,2110
45170,Chilleurs-aux-Bois,2109
47310,Brax,2109
56230,Berric,2109
38290,Frontonas,2109
49370,Saint-Clément-de-la-Place,2109
18340,Plaimpied-Givaudins,2108
38200,Serpaize,2108
34130,Valergues,2107
30114,Nages-et-Solorgues,2107
67130,Schirmeck,2107
34130,Candillargues,2107
26240,Saint-Uze,2106
60220,Formerie,2105
16230,Mansle-les-Fontaines,2105
30650,Saze,2104
17137,Esnandes,2103
72800,Aubigné-Racan,2103
45220,Château-Renard,2103
37240,Ligueil,2103
25115,Pouilley-les-Vignes,2102
47310,Roquefort,2102
17600,Gua,2100
77860,Couilly-Pont-aux-Dames,2100
31470,Sainte-Foy-de-Peyrolières,2100
63920,Peschadoires,2099
48500,Canourgue,2099
34230,Pouget,2099
42120,Perreux,2099
2310,Nogent-lArtaud,2098
16730,Linars,2096
72610,Saint-Paterne - Le Chevain,2096
26790,Suze-la-Rousse,2096
48400,Florac Trois Rivières,2096
30960,Mages,2095
87270,Chaptelat,2095
74920,Combloux,2095
18500,Vignoux-sur-Barangeon,2095
69210,Sourcieux-les-Mines,2094
86210,Bonneuil-Matours,2094
45760,Boigny-sur-Bionne,2094
67206,Mittelhausbergen,2094
87120,Eymoutiers,2094
3410,Saint-Victor,2093
28300,Saint-Prest,2093
67117,Ittenheim,2093
89340,Champigny,2092
11120,Saint-Nazaire-dAude,2091
50710,Créances,2091
33350,Saint-Magne-de-Castillon,2090
55000,Fains-Véel,2090
59246,Mons-en-Pévèle,2089
37140,Chouzé-sur-Loire,2089
22410,Plourhan,2088
31790,Saint-Sauveur,2087
73330,Pont-de-Beauvoisin,2087
66310,Estagel,2087
51140,Muizon,2086
35133,Saint-Germain-en-Coglès,2086
72340,Loir en Vallée,2086
73200,Grignon,2085
17230,Saint-Ouen-dAunis,2083
68130,Carspach,2083
73000,Sonnaz,2082
76170,Frénaye,2081
31130,Flourens,2081
5500,Saint-Bonnet-en-Champsaur,2080
38200,Seyssuel,2080
91850,Bouray-sur-Juine,2080
47500,Monsempron-Libos,2079
14740,Saint-Manvieu-Norrey,2078
48100,Bourgs sur Colagne,2078
16130,Segonzac,2077
14420,Potigny,2077
34160,Saint-Geniès-des-Mourgues,2077
54180,Houdemont,2076
69210,Bully,2076
67820,Wittisheim,2076
67130,Wisches,2073
63200,Saint-Bonnet-près-Riom,2072
79430,Chapelle-Saint-Laurent,2071
38260,Porte-des-Bonnevaux,2071
95000,Neuville-sur-Oise,2070
18500,Foëcy,2069
62720,Rety,2069
69380,Chessy,2069
85240,Rives-dAutise,2068
74450,Grand-Bornand,2068
26400,Grane,2068
73480,Val-Cenis,2067
29830,Saint-Pabu,2067
91430,Vauhallan,2066
64530,Ger,2066
11120,Moussan,2066
22940,Saint-Julien,2066
68750,Bergheim,2066
59570,Longueville,2065
59990,Préseau,2065
33720,Barsac,2065
60870,Brenouille,2065
31120,Lacroix-Falgarde,2063
85400,Sainte-Gemme-la-Plaine,2063
17320,Saint-Just-Luzac,2063
2150,Sissonne,2063
37390,Mettray,2062
50390,Saint-Sauveur-le-Vicomte,2062
72260,Marolles-les-Braults,2061
56560,Guiscriff,2061
59840,Prémesques,2060
69280,Sainte-Consorce,2059
81400,Saint-Benoît-de-Carmaux,2059
29890,Kerlouan,2058
49650,Brain-sur-Allonnes,2057
18410,Argent-sur-Sauldre,2057
57940,Volstroff,2057
40550,Léon,2057
30720,Ribaute-les-Tavernes,2057
44710,Saint-Léger-les-Vignes,2056
60330,Lagny-le-Sec,2055
56190,Ambon,2055
56410,Étel,2055
59270,Godewaersvelde,2053
44170,Vay,2052
64120,Saint-Palais,2052
62730,Attaques,2052
17290,Thou,2052
69480,Lucenay,2051
35140,Gosné,2051
24110,Saint-Léon-sur-lIsle,2051
62990,Beaurainville,2050
72540,Loué,2050
64210,Ahetze,2049
74270,Frangy,2049
81360,Montredon-Labessonnié,2049
85300,Froidfond,2049
77580,Villiers-sur-Morin,2048
11290,Montréal,2048
2460,Ferté-Milon,2047
34270,Matelles,2047
72310,Bessé-sur-Braye,2046
13113,Lamanon,2046
27190,Bonneville-sur-Iton,2046
72300,Parcé-sur-Sarthe,2046
21800,Sennecey-lès-Dijon,2045
33760,Targon,2044
7200,Ucel,2044
59173,Blaringhem,2043
45760,Vennecy,2043
44170,Abbaretz,2043
64510,Assat,2042
77930,Perthes,2040
84230,Châteauneuf-du-Pape,2040
19270,Sainte-Féréole,2040
49610,Mozé-sur-Louet,2040
20167,Peri,2040
14630,Cagny,2039
14210,Évrecy,2037
44360,Temple-de-Bretagne,2036
49250,Ménitré,2036
35220,Saint-Didier,2035
60350,Trosly-Breuil,2035
29460,Hanvec,2035
77120,Beautheil-Saints,2035
74800,Etaux,2034
20230,San-Nicolao,2033
33490,Saint-Maixant,2033
76480,Sainte-Marguerite-sur-Duclair,2032
79200,Pompaire,2032
64250,Espelette,2032
47220,Astaffort,2031
30126,Tavel,2031
55600,Montmédy,2031
20167,Cuttoli-Corticchiato,2030
20220,Monticello,2029
33500,Arveyres,2029
30150,Sauveterre,2029
52410,Eurville-Bienville,2029
45520,Gidy,2029
57580,Rémilly,2029
21490,Varois-et-Chaignot,2029
38121,Reventin-Vaugris,2028
7200,Vesseaux,2028
57050,Plappeville,2028
95750,Chars,2028
56760,Pénestin,2028
79290,Val en Vignes,2027
11120,Saint-Marcel-sur-Aude,2027
90350,Évette-Salbert,2026
15250,Jussac,2026
62580,Givenchy-en-Gohelle,2026
82230,Monclar-de-Quercy,2026
77111,Soignolles-en-Brie,2026
78270,Limetz-Villez,2025
45130,Baule,2025
38138,Côtes-dArey,2024
62880,Estevelles,2024
95650,Boissy-lAillerie,2024
68890,Réguisheim,2023
14610,Cairon,2023
12800,Naucelle,2023
44270,Paulx,2023
66550,Corneilla-la-Rivière,2022
28410,Bû,2022
59380,Warhem,2022
87620,Séreilhac,2022
6430,Tende,2021
10230,Mailly-le-Camp,2021
35680,Domalain,2021
87290,Châteauponsac,2021
25870,Châtillon-le-Duc,2020
77230,Juilly,2020
3430,Cosne-dAllier,2020
2470,Neuilly-Saint-Front,2018
35720,Pleugueneuc,2018
81100,Burlats,2018
43260,Saint-Julien-Chapteuil,2017
14320,May-sur-Orne,2017
33490,Saint-Macaire,2017
14970,Bénouville,2016
35520,Montreuil-le-Gast,2016
68890,Meyenheim,2016
62113,Verquigneul,2016
83830,Callas,2015
63830,Durtol,2015
2370,Vailly-sur-Aisne,2015
52290,Éclaron-Braucourt-Sainte-Livière,2014
1340,Foissiat,2014
33230,Abzac,2013
16110,Rivières,2012
73220,Val-dArc,2012
51520,Sarry,2011
30150,Saint-Geniès-de-Comolas,2010
60126,Longueil-Sainte-Marie,2010
25420,Bart,2010
77920,Samois-sur-Seine,2010
26790,Tulette,2009
71570,Romanèche-Thorins,2009
73270,Beaufort,2009
12390,Rignac,2009
81570,Sémalens,2009
29400,Lampaul-Guimiliau,2009
63340,Saint-Germain-Lembron,2008
31180,Rouffiac-Tolosan,2008
38370,Roches-de-Condrieu,2007
33420,Génissac,2007
59190,Caëstre,2006
29710,Plogastel-Saint-Germain,2006
38570,Theys,2006
22200,Plouisy,2006
42600,Champdieu,2006
60710,Chevrières,2005
45730,Saint-Benoît-sur-Loire,2005
64230,Artiguelouve,2005
57420,Verny,2005
73320,Tignes,2005
34850,Pinet,2004
30190,Saint-Chaptes,2004
50450,Gavray-sur-Sienne,2004
79120,Lezay,2003
17230,Charron,2002
4350,Malijai,2002
50310,Montebourg,2001
72220,Saint-Gervais-en-Belin,2001
62164,Ambleteuse,2001
61340,Perche en Nocé,2001
2300,Sinceny,2000
64800,Asson,1999
27690,Léry,1999
62120,Mametz,1998
49740,Romagne,1998
45340,Beaune-la-Rolande,1998
68620,Bitschwiller-lès-Thann,1998
38530,Barraux,1998
72190,Saint-Pavace,1997
16220,Montbron,1997
14320,Fontenay-le-Marmion,1997
10150,Creney-près-Troyes,1997
38110,Bâtie-Montgascon,1997
36260,Reuilly,1995
68490,Ottmarsheim,1995
14630,Frénouville,1995
30320,Saint-Gervasy,1994
1600,Misérieux,1994
67700,Monswiller,1994
26260,Clérieux,1993
59122,Rexpoëde,1992
42210,Bellegarde-en-Forez,1991
38790,Charantonnay,1991
27780,Garennes-sur-Eure,1991
79270,Saint-Symphorien,1990
77183,Croissy-Beaubourg,1990
8350,Donchery,1989
81990,Sequestre,1988
1630,Saint-Jean-de-Gonville,1988
54850,Messein,1988
58170,Luzy,1988
54880,Thil,1987
72380,Sainte-Jamme-sur-Sarthe,1987
35340,Ercé-près-Liffré,1987
43500,Craponne-sur-Arzon,1986
80320,Chaulnes,1986
49390,Vernantes,1986
81290,Viviers-lès-Montagnes,1984
80630,Beauval,1984
29880,Guissény,1983
45410,Artenay,1983
61110,Sablons sur Huisne,1983
38440,Châtonnay,1983
83560,Ginasservis,1983
38850,Charavines,1982
59274,Marquillies,1982
14860,Ranville,1982
70300,Froideconche,1981
44110,Soudan,1981
17170,Courçon,1980
38440,Moidieu-Détourbe,1980
29800,Forest-Landerneau,1980
81390,Briatexte,1980
79200,Tallud,1980
69560,Saint-Romain-en-Gal,1980
28300,Jouy,1979
76630,Envermeu,1978
57520,Rouhling,1978
79400,Azay-le-Brûlé,1977
59990,Sebourg,1977
7240,Vernoux-en-Vivarais,1977
67480,Rountzenheim-Auenheim,1976
85190,Genétouze,1976
70000,Noidans-lès-Vesoul,1976
69210,Savigny,1975
71500,Sornay,1975
11160,Rieux-Minervois,1975
78610,Auffargis,1974
72170,Beaumont-sur-Sarthe,1974
76390,Aumale,1974
80260,Flesselles,1974
46130,Biars-sur-Cère,1973
60190,Remy,1973
44850,Mouzeil,1973
59230,Rosult,1973
80550,Crotoy,1972
35610,Pleine-Fougères,1972
42800,Saint-Joseph,1972
68740,Blodelsheim,1972
77390,Ozouer-le-Voulgis,1970
52400,Bourbonne-les-Bains,1969
28630,Sours,1969
73420,Voglans,1969
81500,Labastide-Saint-Georges,1968
20166,Pietrosella,1968
63570,Auzat-la-Combelle,1967
35350,Gouesnière,1966
77550,Réau,1966
20200,Santa-Maria-di-Lota,1965
64160,Buros,1964
12260,Villeneuve,1964
83350,Ramatuelle,1963
69970,Marennes,1963
21310,Mirebeau-sur-Bèze,1962
44520,Moisdon-la-Rivière,1962
56420,Plaudren,1962
64800,Bénéjacq,1961
53240,Baconnière,1961
12170,Réquista,1961
63780,Saint-Georges-de-Mons,1959
88550,Pouxeux,1959
59157,Beauvois-en-Cambrésis,1959
56500,Réguiny,1957
84300,Taillades,1957
74150,Marcellaz-Albanais,1957
62120,Roquetoire,1957
71100,Lux,1957
40120,Roquefort,1957
45510,Vienne-en-Val,1956
29160,Lanvéoc,1955
1570,Manziat,1955
35270,Meillac,1955
76430,Saint-Aubin-Routot,1954
56390,Locqueltas,1954
49140,Corzé,1954
77750,Saint-Cyr-sur-Morin,1954
69560,Sainte-Colombe,1953
1590,Dortan,1953
91510,Janville-sur-Juine,1953
85150,Saint-Julien-des-Landes,1952
68950,Reiningue,1951
72200,Bazouges Cré sur Loir,1951
88440,Nomexy,1951
83340,Cabasse,1951
26140,Albon,1951
31620,Labastide-Saint-Sernin,1950
73330,Domessin,1950
14290,Orbec,1950
